strategy,phase,date,cash_jpy,market_value_jpy,equity_jpy,capital_utilization,open_positions
S1_V2_FOUNDATION,all,2022-09-06,79116.50955200195,222750.0,301866.50955200195,0.7379089529692504,1
S1_V2_FOUNDATION,all,2022-09-07,79116.50955200195,220800.0,299916.50955200195,0.7362048869194242,1
S1_V2_FOUNDATION,all,2022-09-08,79116.50955200195,227650.0,306766.50955200195,0.7420953491059283,1
S1_V2_FOUNDATION,all,2022-09-09,16116.509552001953,291475.0,307591.50955200195,0.9476041794018464,2
S1_V2_FOUNDATION,all,2022-09-12,16116.509552001953,297025.0,313141.50955200195,0.948532822828059,2
S1_V2_FOUNDATION,all,2022-09-13,16116.509552001953,295300.0,311416.50955200195,0.9482477355642228,2
S1_V2_FOUNDATION,all,2022-09-14,16116.509552001953,287850.0,303966.50955200195,0.946979324874457,2
S1_V2_FOUNDATION,all,2022-09-15,16116.509552001953,284900.0,301016.50955200195,0.9464597155286004,2
S1_V2_FOUNDATION,all,2022-09-16,16116.509552001953,283550.0,299666.50955200195,0.9462185161228195,2
S1_V2_FOUNDATION,all,2022-09-20,16116.509552001953,281575.0,297691.50955200195,0.9458617090683715,2
S1_V2_FOUNDATION,all,2022-09-21,230716.50955200195,64250.0,294966.50955200195,0.21782133876006307,1
S1_V2_FOUNDATION,all,2022-09-22,293156.50955200195,0.0,293156.50955200195,0.0,0
S1_V2_FOUNDATION,all,2022-09-26,293156.50955200195,0.0,293156.50955200195,0.0,0
S1_V2_FOUNDATION,all,2022-09-27,293156.50955200195,0.0,293156.50955200195,0.0,0
S1_V2_FOUNDATION,all,2022-09-28,254716.50955200195,37900.0,292616.50955200195,0.12952105832314514,1
S1_V2_FOUNDATION,all,2022-09-29,292741.50955200195,0.0,292741.50955200195,0.0,0
S1_V2_FOUNDATION,all,2022-09-30,54491.50955200195,240100.0,294591.50955200195,0.8150268837181711,1
S1_V2_FOUNDATION,all,2022-10-03,292791.50955200195,0.0,292791.50955200195,0.0,0
S1_V2_FOUNDATION,all,2022-10-04,104191.50955200195,188150.0,292341.50955200195,0.6435965945730048,1
S1_V2_FOUNDATION,all,2022-10-05,252504.00955200195,38750.0,291254.00955200195,0.13304537870432778,1
S1_V2_FOUNDATION,all,2022-10-06,252504.00955200195,39050.0,291554.00955200195,0.13393744802207905,1
S1_V2_FOUNDATION,all,2022-10-07,290984.00955200195,0.0,290984.00955200195,0.0,0
S1_V2_FOUNDATION,all,2022-10-11,290984.00955200195,0.0,290984.00955200195,0.0,0
S1_V2_FOUNDATION,all,2022-10-12,290984.00955200195,0.0,290984.00955200195,0.0,0
S1_V2_FOUNDATION,all,2022-10-13,1484.0095520019531,289550.0,291034.00955200195,0.9949009067555838,1
S1_V2_FOUNDATION,all,2022-10-14,1484.0095520019531,304900.0,306384.00955200195,0.995156374008644,1
S1_V2_FOUNDATION,all,2022-10-17,1484.0095520019531,299000.0,300484.00955200195,0.9950612694691657,1
S1_V2_FOUNDATION,all,2022-10-18,1484.0095520019531,307400.0,308884.00955200195,0.9951955766368278,1
S1_V2_FOUNDATION,all,2022-10-19,1484.0095520019531,308000.0,309484.00955200195,0.9952048910244179,1
S1_V2_FOUNDATION,all,2022-10-20,1484.0095520019531,302400.0,303884.00955200195,0.9951165263542832,1
S1_V2_FOUNDATION,all,2022-10-21,1484.0095520019531,300800.0,302284.00955200195,0.9950906779548104,1
S1_V2_FOUNDATION,all,2022-10-24,1484.0095520019531,298000.0,299484.00955200195,0.9950447786704142,1
S1_V2_FOUNDATION,all,2022-10-25,1484.0095520019531,300700.0,302184.00955200195,0.9950890533413662,1
S1_V2_FOUNDATION,all,2022-10-26,1484.0095520019531,306900.0,308384.00955200195,0.9951877869602973,1
