code,date,event_adj_close,sma25,sma75,sma75_5,sma75_slope5_pct,macd,signal,volume,volume_ratio20,sma75_rising,macd_above_signal,macd_above_zero,price_above_sma25,sma25_above_sma75,ret_5d,max_up_5d,max_down_5d,ret_10d,max_up_10d,max_down_10d,ret_20d,max_up_20d,max_down_20d,ret_40d,max_up_40d,max_down_40d,market_adj_close,market_sma200,market_regime
9101,2021-10-15,1614.458251953125,1896.580073242188,1603.362462565104,1573.1977685546874,0.0191741271271503,-83.20616358099323,-44.86150774646315,38181600,0.8054952813097589,True,False,False,False,True,0.0373831379981401,0.1068090684925788,-0.0160214204045976,0.0921229381530213,0.1068091223031661,-0.0160214204045976,0.0240320280860468,0.1935913152975052,-0.017356555477647,0.0947928274483764,0.1935913152975052,-0.0453940505421176,188.5594940185547,178.34311424255372,BULL_ABOVE_SMA200
5401,2021-10-18,289.64178466796875,293.6734948730469,283.98868774414063,282.52667907714846,0.0051747632180001,-4.551172089052443,-4.699100631095021,37072000,0.7509005966167748,True,True,False,False,True,0.0004983678190517,0.007477445766961,-0.0473580186246469,0.0234295039227763,0.0383846867550263,-0.0473580186246469,-0.0523431611186281,0.0568292629915263,-0.0623130505381624,-0.0588237339402814,0.0568292629915263,-0.1572783299064296,188.3801727294922,178.4806287384033,BULL_ABOVE_SMA200
9104,2021-10-19,1590.59912109375,1799.3361962890624,1575.1918473307292,1551.9460856119792,0.014978459583268,-87.21003309412413,-61.75789652229881,14806200,0.6035761587784169,True,False,False,False,True,0.0029196815886309,0.0204380168416389,-0.0583941204997617,0.0627739216042009,0.0890511814720815,-0.0583941204997617,-0.0642335321639258,0.1167883485024754,-0.0715328379468207,0.1766425012440342,0.2087591254773448,-0.1065692906136179,188.8284912109375,178.61774459838867,BULL_ABOVE_SMA200
5108,2021-10-22,2140.2822265625,2200.65166015625,2129.809591471354,2127.5718212890624,0.001051795365919,-6.851716587773353,3.514494007759964,2448800,0.8436777569913144,True,False,False,False,True,-0.0160752246367917,7.896072196089676e-08,-0.0272495048112693,0.0111743486297304,0.0150951487407413,-0.0272495048112693,-0.0335227036811095,0.0150951487407413,-0.0519504490423656,-0.0464614201452878,0.0150951487407413,-0.1078219357193421,186.6765899658203,178.98909156799317,BULL_ABOVE_SMA200
4901,2021-10-26,2699.372802734375,2798.856748046875,2685.618216145833,2671.97763671875,0.0051050499972873,-30.37894582381432,-20.55813905019187,3082500,0.6546358090565918,True,False,False,False,True,0.0300999463579818,0.0379372929561405,-0.0253294227389985,0.0356654753152203,0.0870058218700526,-0.0253294227389985,0.0424804807178607,0.0870058218700526,-0.0253294227389985,-0.0244208204108467,0.0870058218700526,-0.0469106192679372,188.1112060546875,179.2044841003418,BULL_ABOVE_SMA200
4188,2021-10-27,814.4325561523438,829.4501513671875,807.6365169270833,804.8185375976562,0.0035013847193909,-4.472525459441954,-1.9042270927109333,4588900,0.8506390590677801,True,False,False,False,True,-0.0117487229705965,0.0339988107936988,-0.0260967939214753,-0.0323351241709266,0.0339988107936988,-0.0421084336594612,-0.0450196471538587,0.0339988107936988,-0.0547930152885388,-0.1234143128464799,0.0339988107936988,-0.1578289485538304,187.66287231445312,179.32257080078125,BULL_ABOVE_SMA200
4901,2021-10-29,2698.45263671875,2766.059853515625,2693.051943359375,2680.608655598958,0.0046419635833176,-34.17294535111205,-27.19963574839157,4058700,0.8902795737134246,True,False,False,False,True,0.0344280060675687,0.087376488304016,0.0032950562660012,0.0504491053991265,0.087376488304016,0.0032950562660012,0.0147711063433162,0.087376488304016,0.0032950562660012,-0.0244289669046804,0.087376488304016,-0.0465856180260888,186.6765899658203,179.54665626525878,BULL_ABOVE_SMA200
8697,2021-11-01,1191.396484375,1212.1881396484375,1177.2140966796876,1168.3400065104167,0.0075954688873283,-6.327419229258567,-0.6341336321263916,2864000,1.042963998805544,True,False,False,False,True,-0.0699376634234706,-1.0344315515276037e-08,-0.0704869128348347,-0.0809226919892786,-1.0344315515276037e-08,-0.0898937653144827,-0.1175392831088779,-1.0344315515276037e-08,-0.159282425209227,-0.0710362380019508,-1.0344315515276037e-08,-0.159282425209227,190.62173461914062,179.66369590759277,BULL_ABOVE_SMA200
8316,2021-11-01,1065.6846923828125,1079.147099609375,1052.567960611979,1050.7981567382812,0.0016842472194578,-5.722036973155127,-1.577199481500625,20884500,0.967931658727444,True,False,False,False,True,-0.0073203148329873,0.0122875278799601,-0.007843161891477,0.0203921174228578,0.0402613922264094,-0.0091503076314571,-0.0237909372974318,0.0402613922264094,-0.0321569179780892,0.0313725323991542,0.0402613922264094,-0.0321569179780892,190.62173461914062,179.66369590759277,BULL_ABOVE_SMA200
5108,2021-11-01,2153.28955078125,2174.1341796875,2130.659939778646,2129.272534179688,0.0006515866694785,-17.530349462686445,-11.760391628173387,2925000,1.1528956402807942,True,False,False,False,True,-0.0187062763028134,0.0089632879755412,-0.0187062763028134,-0.0340996934876847,0.0089632879755412,-0.0489088973413124,-0.0993765330434425,0.0089632879755412,-0.1132112942191059,-0.0210842014296349,0.0089632879755412,-0.1132112942191059,190.62173461914062,179.66369590759277,BULL_ABOVE_SMA200
4188,2021-11-01,820.1061401367188,823.8251391601563,808.8775146484375,806.5826790364583,0.0028451337620101,-5.858887311575131,-3.982601215588681,4844100,0.9906428718233976,True,False,False,False,True,-0.0422303408320202,0.0268454939171736,-0.0487352322939057,-0.0334538770504693,0.0268454939171736,-0.0487352322939057,-0.0683532070083999,0.0268454939171736,-0.1091379225365264,-0.1208054645294326,0.0268454939171736,-0.1636551800082037,190.62173461914062,179.66369590759277,BULL_ABOVE_SMA200
5108,2021-11-05,2151.19140625,2159.096376953125,2134.833369140625,2129.345252278646,0.0025773729535434,-15.280823533797957,-14.27291840029932,2903800,1.098883632923368,True,False,False,False,True,-0.0319875205418509,0.009947370934755,-0.0479812594798156,-0.0429099971854259,0.009947370934755,-0.0567582234105608,-0.060074018757774,0.009947370934755,-0.112346373102369,0.0112106300106227,0.0114089843907738,-0.112346373102369,190.1734161376953,179.96854476928712,BULL_ABOVE_SMA200
6503,2021-11-10,1382.7393798828125,1400.378505859375,1378.7842236328124,1375.364132486979,0.0024866804834069,-3.7400190140704126,2.286549019189647,3422800,0.7921965354709771,True,False,False,False,True,-0.0167156614301904,0.0180271076156357,-0.0213043216768495,-0.0314650289152824,0.0180271076156357,-0.0317927903268172,-0.0357257591569327,0.0180271076156357,-0.0770237849748028,-0.0081937595393682,0.0180271076156357,-0.0770237849748028,187.12490844726562,180.24647857666017,BULL_ABOVE_SMA200
4543,2021-11-11,2316.418212890625,2392.081181640625,2312.5927197265623,2292.2132747395835,0.0088907281061332,-27.042952019077347,-11.077757359749448,3495200,0.84544585948744,True,False,False,False,True,0.0168794448679596,0.0226431340291546,-0.0053519080956626,0.0306712159686359,0.0623715011854428,-0.0053519080956626,-0.0370522959988929,0.0623715011854428,-0.0671056630343729,-0.0549608249282861,0.0623715011854428,-0.0948951027816412,187.8422088623047,180.33553955078125,BULL_ABOVE_SMA200
8058,2021-11-11,985.5528564453124,1037.2090576171877,982.0868961588542,973.6165315755208,0.008699898069342,-7.3363025986803905,3.1419902320973194,9859500,0.4565712078819486,True,False,False,False,True,0.0161480267472613,0.0267173849868109,0.0049912794670543,0.0320024440002284,0.0551966861303094,0.0049912794670543,0.03992952876698,0.0593070850205768,-0.0067526870477537,0.1197885863009402,0.1197885863009402,-0.0067526870477537,187.8422088623047,180.33553955078125,BULL_ABOVE_SMA200
8316,2021-11-11,1066.5203857421875,1071.145380859375,1057.1761572265625,1053.5431168619791,0.0034484021645022,-3.6670969683391377,-3.462306466044168,10401000,0.5537600016611203,True,False,False,False,True,0.0188086554380912,0.039446274626109,0.0015674511649792,0.0130617888309803,0.039446274626109,-0.0013060042003201,0.00940444217566,0.039446274626109,-0.0329152907643721,0.1180773349006258,0.1180773349006258,-0.0329152907643721,187.8422088623047,180.33553955078125,BULL_ABOVE_SMA200
8630,2021-11-11,1372.3509521484375,1396.9957568359375,1364.6398958333334,1354.968798828125,0.0071375053164122,-4.055937880634929,0.3341276089893532,1368000,0.6537025223455879,True,False,False,False,True,-0.0078222434752891,0.0205846238600617,-0.0144092907569126,-0.0137916630753194,0.0436394730490097,-0.0255249472353729,0.0158502277870389,0.0438453429717371,-0.0421983828192502,0.0920133862299872,0.1060108933463952,-0.0421983828192502,187.8422088623047,180.33553955078125,BULL_ABOVE_SMA200
6326,2021-11-12,2126.49609375,2129.0287353515623,2092.9168017578127,2089.3020556640627,0.0017301213503095,-6.2144545804171685,5.736983581585406,2402500,1.0121095058251588,True,False,False,False,True,0.0419373859947866,0.0436148863143597,-0.0270496392299882,-0.0027260219367614,0.0492764686900648,-0.0270496392299882,0.0660514977506645,0.0809393137105971,-0.0270496392299882,0.1185667994775736,0.1259661699315537,-0.0270496392299882,190.44239807128906,180.4420018005371,BULL_ABOVE_SMA200
8031,2021-11-12,1114.3648681640625,1114.7555126953123,1084.5148901367188,1083.2768888346354,0.0011428299771216,-0.3828318555883925,4.975010770461416,11380400,1.1848918069381411,True,False,False,False,True,0.0510223765749062,0.0510223765749062,-0.0060370791748468,0.0251219290171178,0.0796495834790191,-0.0060370791748468,0.0021423226537065,0.0796495834790191,-0.0212268414909061,0.1402141796849711,0.1448879867408958,-0.0212268414909061,190.44239807128906,180.4420018005371,BULL_ABOVE_SMA200
8830,2021-11-18,1824.14892578125,1913.916943359375,1820.192587890625,1810.3466324869792,0.0054387128006088,-19.60830853394077,-4.173122296244869,1702200,0.8696007560857237,True,False,False,False,True,-0.060856183735084,0.0201133884405144,-0.0680763997854458,-0.0750386725187821,0.0201133884405144,-0.1031458843521869,-0.1232594689786038,0.0201133884405144,-0.1291903608061014,-0.1242908922905775,0.0201133884405144,-0.1542032494178123,189.63543701171875,180.855122756958,BULL_ABOVE_SMA200
8750,2021-11-22,496.6946716308594,507.591787109375,495.4623111979167,491.0739453125,0.0089362629137739,-4.563517471946398,-2.219984601986871,17490800,1.2512626515539556,True,False,False,False,True,-0.0294930027855653,0.0203691444981177,-0.0401018609922045,0.0116697349439724,0.0203691444981177,-0.0464671674516249,-0.0112454211621491,0.060470941602418,-0.0464671674516249,0.0835986011285174,0.1682579444578495,-0.0464671674516249,190.62173461914062,181.06940055847167,BULL_ABOVE_SMA200
8750,2021-11-25,499.4347229003906,506.7444677734375,497.1330643717448,493.0257356770833,0.0083308606375704,-4.241215631844909,-3.001358390300217,7966800,0.5455972409221215,True,False,False,False,True,-0.042202863992293,-0.0004219399015091,-0.0516985394979874,0.0059084742840065,0.0244778768372633,-0.0516985394979874,-0.011605833426059,0.0546528744625041,-0.0516985394979874,0.058240221168011,0.1618485249339889,-0.0516985394979874,188.9181365966797,181.2925301361084,BULL_ABOVE_SMA200
6857,2021-11-29,2377.717529296875,2382.049716796875,2361.3254622395834,2360.86529296875,0.0001949155134788,27.629917685772853,37.50015001566057,9082400,1.1527438970216806,True,False,True,False,True,0.0070851290530951,0.0404860813814138,-0.0161940480340474,0.0495952873002734,0.0657895940613182,-0.0161940480340474,0.1093119088345766,0.1163969301501259,-0.0161940480340474,-0.1082994981790469,0.1518219424850901,-0.1153845191923802,181.87966918945312,181.42607788085937,BULL_ABOVE_SMA200
6098,2021-12-01,6893.7578125,7409.26744140625,6892.044095052083,6812.217552083333,0.0117181435205833,-96.75453619654854,16.271898692959642,5071200,1.095057428325261,True,False,False,False,True,0.0512966185441765,0.0512966185441765,-0.0116841619070143,-0.0265031856264895,0.058421320432169,-0.0735251336275519,-0.0051295414443093,0.058421320432169,-0.0785123958481418,-0.2027643186034466,0.058421320432169,-0.2856940345215994,180.4899139404297,181.50907333374025,BEAR_BELOW_SMA200
6971,2021-12-01,1526.13818359375,1541.7771142578124,1525.8827766927084,1522.7284407552083,0.0020715026087878,1.880960286548316,8.41515877078269,5314400,1.2256909849071922,True,False,True,False,True,0.0402968327621771,0.0437882499047153,-0.020366577931366,0.0522258457842843,0.0538260786480513,-0.020366577931366,0.0541170444318102,0.0750654882967747,-0.020366577931366,0.0234216201982959,0.0750654882967747,-0.0341867908742998,180.4899139404297,181.50907333374025,BEAR_BELOW_SMA200
4661,2021-12-03,3542.36572265625,3678.4209375,3481.8019303385418,3453.598447265625,0.0081664048393486,-23.20209778320259,26.10218782101173,4523500,1.0466703688278032,True,False,False,False,True,0.047870813182784,0.0581686140029069,-0.0192040579471005,0.0885053478644726,0.1388810855313302,-0.0192040579471005,0.0681880805236283,0.1388810855313302,-0.0192040579471005,0.1269134837586054,0.1388810855313302,-0.0192040579471005,182.64178466796875,181.5592232513428,BULL_ABOVE_SMA200
8053,2021-12-03,328.0469665527344,337.1930615234375,327.687402750651,327.0765201822917,0.0018677053553672,-2.528078661681377,0.129799542855851,12077200,0.8256458006040643,True,False,False,False,True,0.0324410297352151,0.0415748887536169,-0.000944776427184,0.0456694360814788,0.0557481776340713,-0.000944776427184,0.0796850590305005,0.0834645866583785,-0.000944776427184,0.1322835983222572,0.1338584016578932,-0.000944776427184,182.64178466796875,181.5592232513428,BULL_ABOVE_SMA200
8766,2021-12-03,1687.77099609375,1709.670234375,1671.18234375,1661.8397721354168,0.00562182454123,-11.12670157793491,-5.206965014730745,3477600,0.7074871450586674,True,False,False,False,True,0.0285617471731247,0.0448827895518844,-0.0125808093989123,0.0814349836759431,0.1052364275991557,-0.0125808093989123,0.1208772173450154,0.1218972784787986,-0.0125808093989123,0.1667800743804164,0.2006120813152847,-0.0125808093989123,182.64178466796875,181.5592232513428,BULL_ABOVE_SMA200
1928,2021-12-06,1910.679931640625,1924.1862060546875,1896.6142106119792,1891.7156591796877,0.0025894755422259,-19.751379060236783,-14.35863872123024,1610900,1.020464400305335,True,False,False,False,True,0.002131700856552,0.0330420414837808,-0.0017053486858139,-0.0038371382078916,0.0330420414837808,-0.005968879833811,0.0726923664205045,0.0729055275491661,-0.005968879833811,0.0211623347126841,0.0944360819580061,-0.0285653886176613,181.56585693359375,181.58301963806153,BEAR_BELOW_SMA200
6971,2021-12-06,1531.4666748046875,1546.599296875,1528.257218424479,1525.466652018229,0.0018293198363648,-0.8978551967306885,4.07981755691667,2252000,0.5669830559681764,True,False,False,False,True,0.0426209620370203,0.046390170186765,-0.0050739493936238,0.0300087479649524,0.0713249713793549,-0.0050739493936238,0.0629168783913309,0.0713249713793549,-0.0050739493936238,0.0043491932543027,0.0713249713793549,-0.0375471821129077,181.56585693359375,181.58301963806153,BEAR_BELOW_SMA200
4063,2021-12-07,3518.8359375,3583.932578125,3514.21306640625,3496.029990234375,0.0052010641277868,-28.409464633461997,-15.627925532627849,5096000,1.1242251097531382,True,False,False,False,True,0.0174718201820114,0.0295478746134647,-0.0023124740201188,0.009506664468674,0.0364851017842844,-0.0149023642498411,0.0154161282695137,0.0621788231567352,-0.0149023642498411,0.0077080988252951,0.0621788231567352,-0.0986639204748236,185.73513793945312,181.62722229003907,BULL_ABOVE_SMA200
4661,2021-12-07,3587.71728515625,3678.30259765625,3494.21919921875,3466.46208984375,0.0080073310065396,-29.63882651677432,5.71464346375989,4689000,1.046464916979111,True,False,False,False,True,0.024731937920245,0.0574333952683472,0.007419677790073,0.0799671187162689,0.124484734697267,0.007419677790073,-0.0104423934471521,0.124484734697267,-0.0123659989028227,0.1494915717893283,0.1541631846796984,-0.0283043968677565,185.73513793945312,181.62722229003907,BULL_ABOVE_SMA200
9432,2021-12-07,109.15217590332033,110.76417114257812,108.26608479817708,107.62267496744792,0.0059783854185353,-0.757196091305687,-0.2755992958063628,172125000,1.1606638626421328,True,False,False,False,True,0.0047619333863337,0.009523826231143,-0.0203174100360988,0.017142974170174,0.0336508486004478,-0.0203174100360988,0.0485715388087646,0.0539684279452055,-0.0250793342933345,0.0673015212213161,0.076507899214516,-0.0250793342933345,185.73513793945312,181.62722229003907,BULL_ABOVE_SMA200
4689,2021-12-08,680.025146484375,724.060224609375,679.5922208658855,672.9600366210938,0.0098552423381508,-3.13920003164651,6.168692663213394,24605000,1.402680456508212,True,False,False,False,True,-0.0560876188301573,0.0177838342036031,-0.0641587870818064,-0.0984951620656836,0.0177838342036031,-0.1421341422802535,-0.1266758467327473,0.0177838342036031,-0.1445964719085255,-0.2077976350110559,0.0177838342036031,-0.2641586698307341,186.8111114501953,181.66668395996095,BULL_ABOVE_SMA200
7733,2021-12-08,2403.329345703125,2424.7448828125,2329.517490234375,2314.999645182292,0.0062712083270926,-12.930940501993518,1.8553539814247293,4692100,1.079126184006412,True,False,False,False,True,-0.0296503355279952,0.010080885778523,-0.0385453721752228,-0.015615747888798,0.0310336481833344,-0.0385453721752228,-0.001779046543608,0.0634511808687945,-0.0385453721752228,-0.105356877468055,0.0634511808687945,-0.1142519151423674,186.8111114501953,181.66668395996095,BULL_ABOVE_SMA200
9432,2021-12-14,109.67195129394533,109.9630288696289,108.9376727294922,108.26608479817708,0.0062031238366755,-0.673309324374685,-0.6145523615765276,159450000,1.05885897900959,True,False,False,False,True,0.0123223625143844,0.0287520001048906,6.739234059693899e-08,-0.0132701241787607,0.0287520001048906,-0.0296998390246481,0.03380727909341,0.060663534265154,-0.0296998390246481,0.0420221410592698,0.0714059355198479,-0.0296998390246481,183.98672485351562,181.7908991241455,BULL_ABOVE_SMA200
7733,2021-12-14,2342.04638671875,2412.165302734375,2338.271263020833,2326.375755208333,0.0051133217778203,-18.123482635589426,-8.625444366373028,3380200,0.7687435539095006,True,False,False,False,True,0.0034482356029206,0.0580121030642615,-0.0133875508543255,0.071805318490878,0.071805318490878,-0.0133875508543255,-0.063894464121942,0.0912778863809657,-0.082961402447519,-0.1056795241374407,0.0912778863809657,-0.1537525602811432,183.98672485351562,181.7908991241455,BULL_ABOVE_SMA200
7203,2021-12-14,1796.045166015625,1817.334375,1760.3631396484377,1747.5681298828124,0.0073216085523848,0.3985289606503102,7.238834034310893,22353800,0.9607236134946044,True,False,True,False,True,0.0124694814901609,0.0586796793939747,0.0029340316268342,0.0430318974754782,0.0586796793939747,-0.0046453609132268,0.1687044057439026,0.1848413285010361,-0.0046453609132268,0.066992759291961,0.2102689871110326,-0.0046453609132268,183.98672485351562,181.7908991241455,BULL_ABOVE_SMA200
4568,2021-12-14,2682.761962890625,2703.8295703125,2675.5470703125,2656.1595279947915,0.0072990880680818,-17.265425096546096,-11.71324218948772,3187300,0.8116198146971608,True,False,False,False,True,0.0031523599063136,0.0210157807762878,-0.0388791490479245,0.0281962395003618,0.0399300409049818,-0.0388791490479245,-0.0718038242020612,0.0455342212750589,-0.0868651206395372,-0.165849258408242,0.0455342212750589,-0.1985989322653921,183.98672485351562,181.7908991241455,BULL_ABOVE_SMA200
