market_regime,event_count,5d_n,5d_win_rate,5d_mean_return,5d_median_return,5d_avg_gain,5d_avg_loss,5d_mean_max_up,5d_mean_max_down,5d_best_max_up,5d_worst_max_down,10d_n,10d_win_rate,10d_mean_return,10d_median_return,10d_avg_gain,10d_avg_loss,10d_mean_max_up,10d_mean_max_down,10d_best_max_up,10d_worst_max_down,20d_n,20d_win_rate,20d_mean_return,20d_median_return,20d_avg_gain,20d_avg_loss,20d_mean_max_up,20d_mean_max_down,20d_best_max_up,20d_worst_max_down,40d_n,40d_win_rate,40d_mean_return,40d_median_return,40d_avg_gain,40d_avg_loss,40d_mean_max_up,40d_mean_max_down,40d_best_max_up,40d_worst_max_down,regime_sample_adequate
BEAR_BELOW_SMA200,157,157,0.7133757961783439,0.019670245755357557,0.0141261580683291,0.039135143463813304,-0.03011412754316173,0.041808646102972996,-0.027307875481149352,0.1903400060479367,-0.1989682093042252,157,0.7452229299363057,0.03390912750737536,0.0300086658649094,0.05672920081676532,-0.032839586922590314,0.06230537547271859,-0.03245801983648493,0.2871254926955757,-0.1989682093042252,157,0.6624203821656051,0.03631763599491973,0.0305798045406162,0.07646321772313716,-0.042458599849129565,0.09117293769394276,-0.04705080704859185,0.3836815542330123,-0.3258663360665725,157,0.6878980891719745,0.05769188368919367,0.0407650722091235,0.10454813750410327,-0.04558312471917851,0.12962705604268063,-0.05998641877326198,0.6379797274471646,-0.3258663360665725,True
BULL_ABOVE_SMA200,733,731,0.5581395348837209,0.003833783839823282,0.0042153631619916,0.033760690668659436,-0.034287080643444476,0.03335372958339209,-0.029042235715252267,0.3218370808724557,-0.3213257696144297,728,0.5837912087912088,0.014839917354220479,0.009629071632817999,0.050193365760373435,-0.03497913825344253,0.05200304193487542,-0.039033183706852055,0.3438663024915533,-0.328348062542488,724,0.6256906077348067,0.026239611285508148,0.019177201119958,0.0740971748347083,-0.0537584561971032,0.08185172216415856,-0.05385239702110229,0.7044609619396198,-0.328348062542488,705,0.6212765957446809,0.04349386851786445,0.0336931198261389,0.11260826257864408,-0.0698848003908302,0.12235829735966353,-0.07190708455237983,2.0305093979842006,-0.4251798951500414,True
