code,date,event_adj_close,sma25,sma75,sma75_5,sma75_slope5_pct,macd,signal,volume,volume_ratio20,sma75_rising,macd_above_signal,macd_above_zero,price_above_sma25,sma25_above_sma75,ret_5d,max_up_5d,max_down_5d,ret_10d,max_up_10d,max_down_10d,ret_20d,max_up_20d,max_down_20d,ret_40d,max_up_40d,max_down_40d
6954,2021-09-06,4665.45263671875,4353.729248046875,4596.089163411459,4594.535836588541,0.00033808133795520945,-8.959195033810829,-71.03237719424665,4924500,1.2675920384563408,True,True,False,True,False,0.015174811276412958,0.016711499732460444,-0.011525120674970912,-0.017479819404748187,0.0395697286544725,-0.01767190546156061,-0.14071271889544645,0.0395697286544725,-0.15739414241124594,-0.11316905440767389,0.0395697286544725,-0.15739414241124594
7936,2021-09-06,603.5218505859375,585.46830078125,601.9556640625,598.4223303222657,0.005904414927717427,-5.660828385536433,-7.370131933512138,5029600,0.7819676056206643,True,True,False,True,False,0.045168729044259504,0.06009434368698874,1.1139941835658362e-07,0.005106136647862192,0.09151619692363311,-0.025137385244238475,-0.04399074766825828,0.09151619692363311,-0.055773825567716706,0.15278877584393857,0.1822467513765773,-0.065200338313951
8604,2021-09-06,471.022705078125,437.8524645996094,457.0858142089844,458.71508422851565,-0.0035518126077571655,1.4751834128778682,-2.858343885295778,26739000,2.5753553164920886,False,True,True,True,False,-0.00826312685007946,0.008607375371908477,-0.02478919682901115,-0.051299714042696065,0.008779610699852336,-0.057324847680780944,-0.03776280782394115,0.008779610699852336,-0.06045303338384522,-0.09117182628599152,0.010061153640746667,-0.11560739747810889
8802,2021-09-06,1639.76806640625,1573.372314453125,1630.4286588541668,1633.6069319661458,-0.001945555598343196,2.825497287137523,-7.17546755558861,3521700,1.2125959580134733,False,True,True,True,False,0.016741184755728167,0.02762296648575302,-0.016740882589924233,-0.034319041642286385,0.02762296648575302,-0.038504310170274114,-0.02795865102159012,0.02762296648575302,-0.04400451169108599,-0.023173041276023598,0.02762296648575302,-0.04400451169108599
8830,2021-09-06,1809.79541015625,1666.5275146484375,1757.073427734375,1754.8649934895834,0.0012584639006332221,6.826646264030387,-15.646262183645725,2949400,1.7859564985709442,True,True,True,True,False,0.03050666120593193,0.047052641695173536,-0.0020683408947350657,0.005170498219190689,0.04756976122621226,-0.008273140131477397,0.050036341944512674,0.07472785175992014,-0.008273140131477397,0.06303189214725324,0.09734010334125598,-0.008273140131477397
9735,2021-09-06,3885.8671875,3823.81728515625,3848.34935546875,3856.6154947916666,-0.002143366206478148,2.5394599124738306,-3.6725117766204347,1234000,1.2699523510584652,False,True,True,True,False,-0.0014013748740929755,0.016585078896621974,-0.011212168384101884,-0.01892072836058556,0.016585078896621974,-0.02219099259938362,-0.06836742874318191,0.016585078896621974,-0.07899299212021715,-0.08324336387268771,0.016585078896621974,-0.09209801460716682
8308,2021-09-07,381.9144287109375,370.26782470703125,378.4150968424479,380.74024576822916,-0.006106916596352319,2.349379145677574,0.7956183658513942,8293900,1.1615284913321957,False,True,True,True,False,0.042026367342007376,0.042026367342007376,-0.006587993218632904,-0.0020445765144825323,0.042026367342007376,-0.011131503071738824,0.05507235884695061,0.08087232936929922,-0.011131503071738824,0.01696797940832484,0.08087232936929922,-0.011131503071738824
8411,2021-09-07,1314.56494140625,1289.46814453125,1313.7252897135418,1318.5952718098958,-0.0036933107530937592,-1.298411406062769,-5.605801511189368,8460400,1.393052847884504,False,True,False,True,False,0.020846480741422813,0.021779897212689026,-0.00777831257483097,-0.01524573132523277,0.021779897212689026,-0.016801425272586212,-0.0019036270688711499,0.04231507934976264,-0.024218107770656916,-0.013060646029739664,0.04231507934976264,-0.04844531704341326
9202,2021-09-07,2561.36865234375,2434.80921875,2499.67958984375,2490.362086588542,0.003741425114599295,16.780899564662377,4.302448387144511,6064700,1.5997668155283975,True,True,True,True,False,-0.03129601998443288,0.0029455284127826165,-0.04547122080311228,-0.011413766329379849,0.008836603447858193,-0.049153123143461985,0.003129621061737753,0.09499264622402626,-0.049153123143461985,0.02043451729736634,0.09499264622402626,-0.049153123143461985
6301,2021-09-08,2362.015380859375,2241.35525390625,2347.564462890625,2369.8274153645834,-0.009394334933260806,17.03785608790531,-6.160453075888616,4492900,1.276850913751675,False,True,True,True,False,-0.018437871938636552,-0.008001136834415501,-0.03809337411123237,-0.049399807644900706,0.004348613527054956,-0.07027294895859526,-0.06670814894134924,0.004348613527054956,-0.1018302221813383,0.0953117966596777,0.09990059890156489,-0.1018302221813383
7267,2021-09-08,948.058349609375,935.4830029296875,946.6890804036458,943.9097054036458,0.002944534825829903,-6.306321918309209,-11.373929717092556,11386200,1.1506512090417405,True,True,False,True,False,-0.026482477164084584,-0.0037423402979623877,-0.0331031258530351,-0.017271371097434707,-0.0037423402979623877,-0.05440421379325089,-0.014692858836947487,0.04436694889385007,-0.05440421379325089,-0.0366212218795251,0.04436694889385007,-0.05440421379325089
8031,2021-09-08,1079.7003173828125,1065.5999291992186,1073.3946997070314,1071.0872550455729,0.002154301295798966,-4.883911107616541,-11.195999489032452,10152000,0.9953253435401895,True,True,False,True,False,0.009474946310898735,0.033951995880001196,-0.01085674815143034,-0.03928148465133319,0.033951995880001196,-0.07066709742709743,0.000951734360063794,0.033951995880001196,-0.07066709742709743,0.021050989241829132,0.10245382276379122,-0.07066709742709743
3407,2021-09-09,1019.3023681640625,982.9985400390625,1017.7228059895833,1020.7636490885417,-0.0029789884285883472,-1.9971918576007965,-9.591104717870701,5657800,1.822874043907751,False,True,False,True,False,0.04524698732054899,0.06766300100820977,0.0029058349450150622,0.030303019415877097,0.06766300100820977,0.0029058349450150622,-0.0064778670977979624,0.06766300100820977,-0.052766481307198965,-0.0414045897516504,0.06766300100820977,-0.052766481307198965
8411,2021-09-10,1321.9273681640625,1293.525546875,1310.9003824869792,1315.8848779296875,-0.003787941883298007,5.120834796114423,-1.0675167063595883,10357000,1.6333128321584582,False,True,True,True,False,0.006188159840372798,0.01608913095956166,-0.006188078288045018,0.03279707170288848,0.03650994314100564,-0.022277314242847512,0.006168675535441981,0.03650994314100564,-0.029652689795473974,-0.03409070027053629,0.03650994314100564,-0.05374496650074412
2503,2021-09-13,1786.8572998046875,1698.7819677734376,1779.0024609375,1783.4194189453126,-0.0024766793278637733,14.418799684274745,2.2912265124350193,2647500,0.9221445302635818,False,True,True,True,False,-0.02775808199722163,0.009727000540232789,-0.03226579220758097,-0.013285890393692878,0.009727000540232789,-0.03677345600826232,-0.01684465739190666,0.01043889957898636,-0.03677345600826232,-0.09893239722679459,0.01043889957898636,-0.11506525583358185
