date,equity,cash,holding_code,scheduled_code
2020-08-31,301298.95889184135,234598.95889184132,6723,
2020-09-01,301598.95889184135,234598.95889184132,6723,
2020-09-02,303798.95889184135,234598.95889184132,6723,
2020-09-03,304298.95889184135,234598.95889184132,6723,
2020-09-04,302698.95889184135,234598.95889184132,6723,
2020-09-07,303498.95889184135,234598.95889184132,6723,
2020-09-08,307898.95889184135,234598.95889184132,6723,
2020-09-09,307598.95889184135,234598.95889184132,6723,
2020-09-10,313098.95889184135,234598.95889184132,6723,
2020-09-11,312998.95889184135,234598.95889184132,6723,
2020-09-14,311798.95889184135,234598.95889184132,6723,
2020-09-15,313098.95889184135,234598.95889184132,6723,
2020-09-16,312798.95889184135,234598.95889184132,6723,
2020-09-17,312698.95889184135,234598.95889184132,6723,
2020-09-18,313198.95889184135,234598.95889184132,6723,
2020-09-23,310898.95889184135,234598.95889184132,6723,
2020-09-24,308098.95889184135,234598.95889184132,6723,
2020-09-25,309698.95889184135,234598.95889184132,6723,
2020-09-28,311598.95889184135,234598.95889184132,6723,
2020-09-29,311598.95889184135,234598.95889184132,6723,
2020-09-30,311098.95889184135,234598.95889184132,6723,
2020-10-02,314398.95889184135,234598.95889184132,6723,
2020-10-05,315398.95889184135,234598.95889184132,6723,
2020-10-06,316398.95889184135,234598.95889184132,6723,
2020-10-07,317998.95889184135,234598.95889184132,6723,
2020-10-08,317398.95889184135,234598.95889184132,6723,
2020-10-09,317798.95889184135,234598.95889184132,6723,
2020-10-12,318798.95889184135,234598.95889184132,6723,
2020-10-13,321598.95889184135,234598.95889184132,6723,
2020-10-14,319098.95889184135,234598.95889184132,6723,
2020-10-15,319698.95889184135,234598.95889184132,6723,
2020-10-16,321298.95889184135,234598.95889184132,6723,
2020-10-19,323098.95889184135,234598.95889184132,6723,
2020-10-20,323898.95889184135,234598.95889184132,6723,
2020-10-21,325598.95889184135,234598.95889184132,6723,
2020-10-22,325298.95889184135,234598.95889184132,6723,
2020-10-23,326498.95889184135,234598.95889184132,6723,
2020-10-26,323498.95889184135,234598.95889184132,6723,
2020-10-27,323298.95889184135,234598.95889184132,6723,
2020-10-28,320598.95889184135,234598.95889184132,6723,
2020-10-29,319056.70889184135,319056.70889184135,,
2020-10-30,319056.70889184135,319056.70889184135,,
2020-11-02,319056.70889184135,319056.70889184135,,7203
2020-11-04,319056.70889184135,319056.70889184135,,6501
2020-11-05,319056.70889184135,319056.70889184135,,9984
2020-11-06,319056.70889184135,319056.70889184135,,
2020-11-09,319056.70889184135,319056.70889184135,,
2020-11-10,319056.70889184135,319056.70889184135,,
2020-11-11,319056.70889184135,319056.70889184135,,
2020-11-12,319056.70889184135,319056.70889184135,,9984
2020-11-13,319056.70889184135,319056.70889184135,,
2020-11-16,319056.70889184135,319056.70889184135,,
2020-11-17,319056.70889184135,319056.70889184135,,
2020-11-18,319056.70889184135,319056.70889184135,,
2020-11-19,319056.70889184135,319056.70889184135,,
2020-11-20,319056.70889184135,319056.70889184135,,9984
2020-11-24,319056.70889184135,319056.70889184135,,
2020-11-25,319056.70889184135,319056.70889184135,,
2020-11-26,319056.70889184135,319056.70889184135,,
2020-11-27,319056.70889184135,319056.70889184135,,
2020-11-30,319056.70889184135,319056.70889184135,,
2020-12-01,319056.70889184135,319056.70889184135,,8316
2020-12-02,319056.70889184135,319056.70889184135,,7203
2020-12-03,319056.70889184135,319056.70889184135,,
2020-12-04,319056.70889184135,319056.70889184135,,
2020-12-07,319056.70889184135,319056.70889184135,,
2020-12-08,319056.70889184135,319056.70889184135,,
2020-12-09,319056.70889184135,319056.70889184135,,
2020-12-10,319056.70889184135,319056.70889184135,,
2020-12-11,319056.70889184135,319056.70889184135,,7182
2020-12-14,319914.25889184134,234114.25889184134,7182,
2020-12-15,319914.25889184134,234114.25889184134,7182,
2020-12-16,321014.25889184134,234114.25889184134,7182,
2020-12-17,320814.25889184134,234114.25889184134,7182,
2020-12-18,321714.25889184134,234114.25889184134,7182,
2020-12-21,320114.25889184134,234114.25889184134,7182,
2020-12-22,318586.2874632699,318586.2874632699,,
2020-12-23,318586.2874632699,318586.2874632699,,
2020-12-24,318586.2874632699,318586.2874632699,,
2020-12-25,318586.2874632699,318586.2874632699,,4901
2020-12-28,318586.2874632699,318586.2874632699,,
2020-12-29,318586.2874632699,318586.2874632699,,8830
2020-12-30,318586.2874632699,318586.2874632699,,
2021-01-04,318586.2874632699,318586.2874632699,,
2021-01-05,318586.2874632699,318586.2874632699,,
2021-01-06,318586.2874632699,318586.2874632699,,1925
2021-01-07,318586.2874632699,318586.2874632699,,7269
2021-01-08,318586.2874632699,318586.2874632699,,
2021-01-12,318586.2874632699,318586.2874632699,,
2021-01-13,318586.2874632699,318586.2874632699,,
2021-01-14,318586.2874632699,318586.2874632699,,4661
2021-01-15,318586.2874632699,318586.2874632699,,
2021-01-18,318586.2874632699,318586.2874632699,,4543
2021-01-19,318586.2874632699,318586.2874632699,,7267
2021-01-20,318586.2874632699,318586.2874632699,,
2021-01-21,318586.2874632699,318586.2874632699,,
2021-01-22,318586.2874632699,318586.2874632699,,
2021-01-25,318586.2874632699,318586.2874632699,,
2021-01-26,318586.2874632699,318586.2874632699,,
2021-01-27,318586.2874632699,318586.2874632699,,
2021-01-28,318586.2874632699,318586.2874632699,,8309
2021-01-29,318586.2874632699,318586.2874632699,,7741
2021-02-01,318586.2874632699,318586.2874632699,,
2021-02-02,318586.2874632699,318586.2874632699,,7203
2021-02-03,318586.2874632699,318586.2874632699,,5401
2021-02-04,318586.2874632699,318586.2874632699,,8725
2021-02-05,318586.2874632699,318586.2874632699,,4502
2021-02-08,318586.2874632699,318586.2874632699,,2802
2021-02-09,318586.2874632699,318586.2874632699,,7741
2021-02-10,318586.2874632699,318586.2874632699,,2802
2021-02-12,318586.2874632699,318586.2874632699,,
2021-02-15,318586.2874632699,318586.2874632699,,7832
2021-02-16,318586.2874632699,318586.2874632699,,
2021-02-17,318586.2874632699,318586.2874632699,,
2021-02-18,318586.2874632699,318586.2874632699,,
2021-02-19,318586.2874632699,318586.2874632699,,
2021-02-22,318586.2874632699,318586.2874632699,,8725
2021-02-24,318586.2874632699,318586.2874632699,,
2021-02-25,318586.2874632699,318586.2874632699,,8766
2021-02-26,318586.2874632699,318586.2874632699,,
2021-03-01,318586.2874632699,318586.2874632699,,6762
2021-03-02,318586.2874632699,318586.2874632699,,
2021-03-03,318586.2874632699,318586.2874632699,,
2021-03-04,318586.2874632699,318586.2874632699,,
2021-03-05,318586.2874632699,318586.2874632699,,
2021-03-08,318586.2874632699,318586.2874632699,,
2021-03-09,318586.2874632699,318586.2874632699,,6702
2021-03-10,318586.2874632699,318586.2874632699,,6857
2021-03-11,318586.2874632699,318586.2874632699,,
2021-03-12,318586.2874632699,318586.2874632699,,6954
2021-03-15,318586.2874632699,318586.2874632699,,
2021-03-16,318586.2874632699,318586.2874632699,,7974
2021-03-17,318586.2874632699,318586.2874632699,,
2021-03-18,318586.2874632699,318586.2874632699,,
2021-03-19,318586.2874632699,318586.2874632699,,8267
2021-03-22,318586.2874632699,318586.2874632699,,
2021-03-23,318586.2874632699,318586.2874632699,,
2021-03-24,318586.2874632699,318586.2874632699,,
2021-03-25,318586.2874632699,318586.2874632699,,6723
2021-03-26,318586.2874632699,318586.2874632699,,
2021-03-29,318586.2874632699,318586.2874632699,,
2021-03-30,318586.2874632699,318586.2874632699,,
2021-03-31,318586.2874632699,318586.2874632699,,
2021-04-01,318586.2874632699,318586.2874632699,,
2021-04-02,318586.2874632699,318586.2874632699,,
2021-04-05,318586.2874632699,318586.2874632699,,8630
2021-04-06,318586.2874632699,318586.2874632699,,
2021-04-07,318586.2874632699,318586.2874632699,,
2021-04-08,318586.2874632699,318586.2874632699,,
2021-04-09,318586.2874632699,318586.2874632699,,9432
2021-04-12,318586.2874632699,318586.2874632699,,9021
2021-04-13,318586.2874632699,318586.2874632699,,
2021-04-14,318586.2874632699,318586.2874632699,,9020
2021-04-15,318586.2874632699,318586.2874632699,,4507
2021-04-16,318586.2874632699,318586.2874632699,,8725
2021-04-19,318586.2874632699,318586.2874632699,,
2021-04-20,318586.2874632699,318586.2874632699,,
2021-04-21,318586.2874632699,318586.2874632699,,
2021-04-22,318586.2874632699,318586.2874632699,,6702
2021-04-23,318586.2874632699,318586.2874632699,,8801
2021-04-26,318586.2874632699,318586.2874632699,,9020
2021-04-27,318586.2874632699,318586.2874632699,,
2021-04-28,318586.2874632699,318586.2874632699,,9432
2021-04-30,318586.2874632699,318586.2874632699,,5020
2021-05-06,319983.8356322152,173613.83746326988,5020,
2021-05-07,320673.84112537926,173613.83746326988,5020,
2021-05-10,325863.8374632699,173613.83746326988,5020,
2021-05-11,323493.83929432457,173613.83746326988,5020,
2021-05-12,317925.2235116141,317925.2235116141,,
2021-05-13,317925.2235116141,317925.2235116141,,
2021-05-14,317925.2235116141,317925.2235116141,,8035
2021-05-17,317925.2235116141,317925.2235116141,,
2021-05-18,317925.2235116141,317925.2235116141,,8035
2021-05-19,317925.2235116141,317925.2235116141,,
2021-05-20,317925.2235116141,317925.2235116141,,8035
2021-05-21,317925.2235116141,317925.2235116141,,
2021-05-24,317925.2235116141,317925.2235116141,,6326
2021-05-25,317925.2235116141,317925.2235116141,,6857
2021-05-26,317925.2235116141,317925.2235116141,,
2021-05-27,317925.2235116141,317925.2235116141,,6857
2021-05-28,317925.2235116141,317925.2235116141,,6326
2021-05-31,317925.2235116141,317925.2235116141,,
2021-06-01,317925.2235116141,317925.2235116141,,
2021-06-02,317925.2235116141,317925.2235116141,,8697
2021-06-03,317925.2235116141,317925.2235116141,,
2021-06-04,317925.2235116141,317925.2235116141,,
2021-06-07,317925.2235116141,317925.2235116141,,
2021-06-08,317925.2235116141,317925.2235116141,,
2021-06-09,317925.2235116141,317925.2235116141,,
2021-06-10,317925.2235116141,317925.2235116141,,
2021-06-11,317925.2235116141,317925.2235116141,,
2021-06-14,317925.2235116141,317925.2235116141,,
2021-06-15,317925.2235116141,317925.2235116141,,
2021-06-16,317925.2235116141,317925.2235116141,,
2021-06-17,317925.2235116141,317925.2235116141,,
2021-06-18,317925.2235116141,317925.2235116141,,
2021-06-21,317925.2235116141,317925.2235116141,,
2021-06-22,317925.2235116141,317925.2235116141,,6902
2021-06-23,317925.2235116141,317925.2235116141,,
2021-06-24,317925.2235116141,317925.2235116141,,9432
2021-06-25,317925.2235116141,317925.2235116141,,4063
2021-06-28,317925.2235116141,317925.2235116141,,8411
2021-06-29,317445.2235116141,157845.22351161408,8411,
2021-06-30,316595.2235116141,157845.22351161408,8411,
2021-07-01,316595.2235116141,157845.22351161408,8411,
2021-07-02,318195.2235116141,157845.22351161408,8411,
2021-07-05,316195.2235116141,157845.22351161408,8411,
2021-07-06,316895.2235116141,157845.22351161408,8411,
2021-07-07,313967.12351161405,313967.12351161405,,
2021-07-08,313967.12351161405,313967.12351161405,,
2021-07-09,313967.12351161405,313967.12351161405,,
2021-07-12,313967.12351161405,313967.12351161405,,8002
2021-07-13,314888.39473353786,216458.395954241,8002,
2021-07-14,312508.395954241,216458.395954241,8002,
2021-07-15,312003.4540540422,312003.4540540422,,
2021-07-16,312003.4540540422,312003.4540540422,,
2021-07-19,312003.4540540422,312003.4540540422,,
2021-07-20,312003.4540540422,312003.4540540422,,
2021-07-21,312003.4540540422,312003.4540540422,,
2021-07-26,312003.4540540422,312003.4540540422,,7267
2021-07-27,312003.4540540422,312003.4540540422,,2502
2021-07-28,312003.4540540422,312003.4540540422,,
2021-07-29,312003.4540540422,312003.4540540422,,8002
2021-07-30,310116.2427167619,217526.24027535564,8002,
2021-08-02,312966.2427167619,217526.24027535564,8002,
2021-08-03,317016.2427167619,217526.24027535564,8002,
2021-08-04,311526.24027535564,217526.24027535564,8002,
2021-08-05,309852.91194828565,309852.91194828565,,
2021-08-06,309852.91194828565,309852.91194828565,,
2021-08-10,309852.91194828565,309852.91194828565,,6702
2021-08-11,309852.91194828565,309852.91194828565,,
2021-08-12,309852.91194828565,309852.91194828565,,
2021-08-13,309852.91194828565,309852.91194828565,,
2021-08-16,309852.91194828565,309852.91194828565,,
2021-08-17,309852.91194828565,309852.91194828565,,
2021-08-18,309852.91194828565,309852.91194828565,,
2021-08-19,309852.91194828565,309852.91194828565,,4503
2021-08-20,309852.91194828565,309852.91194828565,,7936
2021-08-23,309852.91194828565,309852.91194828565,,6702
2021-08-24,309852.91194828565,309852.91194828565,,6920
2021-08-25,309852.91194828565,309852.91194828565,,1925
2021-08-26,309852.91194828565,309852.91194828565,,
2021-08-27,309852.91194828565,309852.91194828565,,
2021-08-30,309852.91194828565,309852.91194828565,,6501
2021-08-31,309852.91194828565,309852.91194828565,,
2021-09-01,309852.91194828565,309852.91194828565,,7203
2021-09-02,309852.91194828565,309852.91194828565,,
2021-09-03,309852.91194828565,309852.91194828565,,
2021-09-06,309852.91194828565,309852.91194828565,,
2021-09-07,309852.91194828565,309852.91194828565,,
2021-09-08,309852.91194828565,309852.91194828565,,
2021-09-09,309852.91194828565,309852.91194828565,,
2021-09-10,309852.91194828565,309852.91194828565,,
2021-09-13,309852.91194828565,309852.91194828565,,
2021-09-14,309852.91194828565,309852.91194828565,,
2021-09-15,309852.91194828565,309852.91194828565,,
2021-09-16,309852.91194828565,309852.91194828565,,
2021-09-17,309852.91194828565,309852.91194828565,,
2021-09-21,309852.91194828565,309852.91194828565,,
2021-09-22,309852.91194828565,309852.91194828565,,
2021-09-24,309852.91194828565,309852.91194828565,,8001
2021-09-27,309852.91194828565,309852.91194828565,,
2021-09-28,309852.91194828565,309852.91194828565,,
2021-09-29,309852.91194828565,309852.91194828565,,
2021-09-30,309852.91194828565,309852.91194828565,,
2021-10-01,309852.91194828565,309852.91194828565,,
2021-10-04,309852.91194828565,309852.91194828565,,8053
2021-10-05,309852.91194828565,309852.91194828565,,
2021-10-06,309852.91194828565,309852.91194828565,,4307
2021-10-07,309852.91194828565,309852.91194828565,,9101
2021-10-08,309852.91194828565,309852.91194828565,,6861
2021-10-11,309852.91194828565,309852.91194828565,,9101
2021-10-12,309852.91194828565,309852.91194828565,,
2021-10-13,309852.91194828565,309852.91194828565,,
2021-10-14,309852.91194828565,309852.91194828565,,6367
2021-10-15,309852.91194828565,309852.91194828565,,8316
2021-10-18,309852.91194828565,309852.91194828565,,
2021-10-19,309852.91194828565,309852.91194828565,,9101
2021-10-20,309852.91194828565,309852.91194828565,,
2021-10-21,309852.91194828565,309852.91194828565,,
2021-10-22,309852.91194828565,309852.91194828565,,9101
2021-10-25,309852.91194828565,309852.91194828565,,
2021-10-26,309852.91194828565,309852.91194828565,,4901
2021-10-27,309852.91194828565,309852.91194828565,,
2021-10-28,309852.91194828565,309852.91194828565,,
2021-10-29,309852.91194828565,309852.91194828565,,
2021-11-01,309852.91194828565,309852.91194828565,,4901
2021-11-02,309852.91194828565,309852.91194828565,,
2021-11-04,309852.91194828565,309852.91194828565,,
2021-11-05,309852.91194828565,309852.91194828565,,5108
2021-11-08,309852.91194828565,309852.91194828565,,8316
2021-11-09,309852.91194828565,309852.91194828565,,
2021-11-10,309852.91194828565,309852.91194828565,,6752
2021-11-11,309852.91194828565,309852.91194828565,,9434
2021-11-12,311726.90889652784,157776.91194828565,9434,
2021-11-15,312426.90584477,157776.91194828565,9434,
2021-11-16,313826.91500004346,157776.91194828565,9434,
2021-11-17,315126.9180518013,157776.91194828565,9434,
2021-11-18,314776.91194828565,157776.91194828565,9434,
2021-11-19,316726.90889652784,157776.91194828565,9434,
2021-11-22,317126.9180518013,157776.91194828565,9434,
2021-11-24,316576.91500004346,157776.91194828565,9434,
2021-11-25,317676.90584477,157776.91194828565,9434,
2021-11-26,315426.90584477,157776.91194828565,9434,
2021-11-29,315276.91194828565,157776.91194828565,9434,
2021-11-30,314026.91194828565,157776.91194828565,9434,
2021-12-01,312353.1605128696,312353.1605128696,,
2021-12-02,312353.1605128696,312353.1605128696,,6098
2021-12-03,312353.1605128696,312353.1605128696,,4661
2021-12-06,312353.1605128696,312353.1605128696,,1928
2021-12-07,312353.1605128696,312353.1605128696,,9432
2021-12-08,312353.1605128696,312353.1605128696,,4063
2021-12-09,312353.1605128696,312353.1605128696,,
2021-12-10,312353.1605128696,312353.1605128696,,
2021-12-13,312353.1605128696,312353.1605128696,,
2021-12-14,312353.1605128696,312353.1605128696,,9432
2021-12-15,312353.1605128696,312353.1605128696,,5802
2021-12-16,312353.1605128696,312353.1605128696,,7741
2021-12-17,312353.1605128696,312353.1605128696,,
2021-12-20,312353.1605128696,312353.1605128696,,
2021-12-21,312353.1605128696,312353.1605128696,,
2021-12-22,312353.1605128696,312353.1605128696,,6723
2021-12-23,312353.1605128696,312353.1605128696,,
2021-12-24,312353.1605128696,312353.1605128696,,
2021-12-27,312353.1605128696,312353.1605128696,,
2021-12-28,312353.1605128696,312353.1605128696,,
2021-12-29,312353.1605128696,312353.1605128696,,
2021-12-30,312353.1605128696,312353.1605128696,,
2022-01-04,312353.1605128696,312353.1605128696,,
2022-01-05,312353.1605128696,312353.1605128696,,
2022-01-06,312353.1605128696,312353.1605128696,,4507
2022-01-07,312353.1605128696,312353.1605128696,,
2022-01-11,312353.1605128696,312353.1605128696,,
2022-01-12,312353.1605128696,312353.1605128696,,4661
2022-01-13,312353.1605128696,312353.1605128696,,
2022-01-14,312353.1605128696,312353.1605128696,,
2022-01-17,312353.1605128696,312353.1605128696,,
2022-01-18,312353.1605128696,312353.1605128696,,4661
2022-01-19,312353.1605128696,312353.1605128696,,
2022-01-20,312353.1605128696,312353.1605128696,,4661
2022-01-21,312353.1605128696,312353.1605128696,,
2022-01-24,312353.1605128696,312353.1605128696,,8035
2022-01-25,312353.1605128696,312353.1605128696,,
2022-01-26,312353.1605128696,312353.1605128696,,9101
2022-01-27,312353.1605128696,312353.1605128696,,
2022-01-28,312353.1605128696,312353.1605128696,,9101
2022-01-31,312353.1605128696,312353.1605128696,,6971
2022-02-01,312353.1605128696,312353.1605128696,,
2022-02-02,312353.1605128696,312353.1605128696,,6146
2022-02-03,312353.1605128696,312353.1605128696,,
2022-02-04,312353.1605128696,312353.1605128696,,6301
2022-02-07,312353.1605128696,312353.1605128696,,
2022-02-08,312353.1605128696,312353.1605128696,,6301
2022-02-09,312353.1605128696,312353.1605128696,,
2022-02-10,312353.1605128696,312353.1605128696,,
2022-02-14,312353.1605128696,312353.1605128696,,
2022-02-15,312353.1605128696,312353.1605128696,,
2022-02-16,312353.1605128696,312353.1605128696,,
2022-02-17,312353.1605128696,312353.1605128696,,
2022-02-18,312353.1605128696,312353.1605128696,,
2022-02-21,312353.1605128696,312353.1605128696,,
2022-02-22,312353.1605128696,312353.1605128696,,
2022-02-24,312353.1605128696,312353.1605128696,,
2022-02-25,312353.1605128696,312353.1605128696,,
2022-02-28,312353.1605128696,312353.1605128696,,
2022-03-01,312353.1605128696,312353.1605128696,,
2022-03-02,312353.1605128696,312353.1605128696,,
2022-03-03,312353.1605128696,312353.1605128696,,8316
2022-03-04,312353.1605128696,312353.1605128696,,
2022-03-07,312353.1605128696,312353.1605128696,,
2022-03-08,312353.1605128696,312353.1605128696,,
2022-03-09,312353.1605128696,312353.1605128696,,8306
2022-03-10,312688.3367335727,242668.33551286958,8306,
2022-03-11,313058.33795427583,242668.33551286958,8306,
2022-03-14,315038.3367335727,242668.33551286958,8306,
2022-03-15,316138.3367335727,242668.33551286958,8306,
2022-03-16,316668.3355128696,242668.33551286958,8306,
2022-03-17,318578.33307146333,242668.33551286958,8306,
2022-03-18,318778.33307146333,242668.33551286958,8306,
2022-03-22,323068.3355128696,242668.33551286958,8306,
2022-03-23,323328.33307146333,242668.33551286958,8306,
2022-03-24,322558.33795427583,242668.33551286958,8306,
2022-03-25,322188.3367335727,242668.33551286958,8306,
2022-03-28,321488.3367335727,242668.33551286958,8306,
