entry,exit,n,win_rate,total_pnl_jpy,ending_equity,expectancy_jpy,expectancy_R,profit_factor,max_drawdown,max_losing_streak,avg_gain_R,avg_loss_R,avg_win_loss_R_ratio,avg_holding_sessions,largest_winner_R
reversal10_bottom10,fixed_3d_1p5R,22,0.5454545454545454,-4271.696160534222,295728.3038394658,-194.16800729701671,-0.06627299683802979,0.8052321933788936,-0.03561841433365087,3,0.6909474215091923,-0.9749374988546963,0.7087094529863502,2.4545454545454546,1.4622647840627687
ma75_reclaim,sma20_break,48,0.2916666666666667,-4999.525282723189,295000.4747172768,-104.15677672339916,0.01854515913539097,0.9100226911802624,-0.11378078331669217,10,1.613456951121649,-0.6381832258001269,2.5282033213874677,3.6458333333333335,12.095375796178336
momentum20_top10,trail_4ATR,1,0.0,-5426.650000000023,294573.35,-5426.649999999994,-1.844007281553402,0.0,-0.030164417806488486,1,,-1.844007281553402,,12.0,-1.844007281553402
momentum20_top10,trail_3ATR,1,0.0,-5426.650000000023,294573.35,-5426.649999999994,-1.844007281553402,0.0,-0.030164417806488486,1,,-1.844007281553402,,12.0,-1.844007281553402
momentum20_top10,sma75_break,1,0.0,-5426.650000000023,294573.35,-5426.649999999994,-1.844007281553402,0.0,-0.030164417806488486,1,,-1.844007281553402,,12.0,-1.844007281553402
reversal20_bottom10,sma75_break,18,0.5555555555555556,-5965.032204982184,294034.9677950178,-331.3906780545642,-0.13365000309047603,0.5128317752445369,-0.02692085691297863,3,0.28494790013207505,-0.656897382118665,0.4337784072346946,1.2222222222222223,0.6209893968278724
reversal10_bottom10,sma20_break,24,0.4166666666666667,-6473.226416887483,293526.7735831125,-269.7177673703097,-0.1124223053778864,0.6704886667110229,-0.04143440926447006,5,0.564263670755227,-0.5957694311872531,0.9471175277166516,1.0,2.073645934264404
reversal10_bottom10,trail_3ATR,17,0.23529411764705882,-6878.195442199707,293121.8045578003,-404.5997318940944,-0.1880934847637583,0.7626999296631433,-0.05689310438926365,6,2.493679743795172,-1.0132544781665058,2.46105968197398,10.352941176470589,7.815487377072163
golden25_75,sma75_break,35,0.2571428571428571,-8125.780961499258,291874.21903850074,-232.1651703285575,0.08025007456823749,0.8748326534277533,-0.14043504709437626,8,3.446327621318341,-1.084930614691414,3.1765419600575817,22.257142857142856,9.944045871559572
reversal5_bottom10,trail_4ATR,17,0.35294117647058826,-9413.26690744661,290586.7330925534,-553.7215827909737,-0.2271566319708352,0.6618891963159816,-0.06291420158059469,5,1.2945745950522556,-1.0571918467107029,1.2245408428755238,18.941176470588236,1.7977114969287569
reversal20_bottom10,trail_2ATR,12,0.3333333333333333,-10687.423257991031,289312.57674200897,-890.6186048325895,-0.3739240449445529,0.1724027149205648,-0.0393256263172902,4,0.29940221751519075,-0.7105871761744247,0.42134480828527904,6.416666666666667,0.7346694711383992
breakout100,fixed_3d_1p5R,44,0.3181818181818182,-18518.917714527226,281481.0822854728,-420.8844935119814,-0.18852552715805188,0.682482634301238,-0.0838094193667247,5,1.285289443702799,-0.8763058468931159,1.466713303648158,2.272727272727273,1.4546722326873536
breakout55,fixed_3d_1p5R,49,0.3469387755102041,-19731.69058129401,280268.309418706,-402.6875628835521,-0.15713143110056815,0.6705793604930832,-0.07417402718608945,7,1.1847293993555847,-0.8699949972803994,1.3617657607906295,2.2857142857142856,1.4546722326873536
breakout55,sma75_break,32,0.125,-24530.741515895003,275469.258484105,-766.5856723717152,-0.08815778391992904,0.6287276374645944,-0.1453051432514766,13,6.831345844765448,-1.0766583023035543,6.344952553794927,15.125,15.909025290715116
sma25_reclaim_uptrend,fixed_3d_1p5R,58,0.4482758620689655,-26289.0681280407,273710.9318719593,-453.2597953110404,-0.15417610715901003,0.6067565377524772,-0.09186596002397007,4,0.7387987700652828,-0.879718194903748,0.839812992780167,2.5344827586206895,1.4672066449360197
sma25_reclaim_uptrend,trail_2ATR,46,0.2391304347826087,-28904.892670658126,271095.1073293419,-628.3672319708295,-0.22024727276117714,0.6186649960353132,-0.10095813466610248,9,2.0890149264961133,-0.946015392527754,2.2082250912580434,6.8478260869565215,6.8994022064217795
sma25_reclaim_uptrend,trail_3ATR,42,0.21428571428571427,-37624.92786941491,262375.0721305851,-895.8316159384482,-0.3659545992457023,0.5429927487665235,-0.14289219239473094,7,2.289141473271838,-1.090071709932304,2.0999916357924735,8.952380952380953,5.824057201215287
sma25_reclaim_uptrend,sma20_break,50,0.24,-38973.94475500888,261026.05524499112,-779.4788951001761,-0.2805063526612879,0.5693131513473849,-0.14869125888448542,9,2.0726275919946104,-1.0236012825526242,2.0248387993672283,6.62,6.859302506460214
breakout20_vol15,trail_3ATR,50,0.18,-40409.268576158356,259590.73142384164,-808.1853715231648,-0.31621868719072926,0.6098289601116204,-0.16920548246820089,13,3.5632806384409452,-1.1678161001342675,3.051234383591101,9.06,7.22790050549902
sma25_reclaim_uptrend,trail_4ATR,38,0.13157894736842105,-40728.009224264795,259271.9907757352,-1071.7897164280168,-0.4878761333739454,0.43460548461931436,-0.14196537090229078,11,2.8765160778149244,-0.9976325290086229,2.883342307085159,11.289473684210526,5.923577744326103
breakout20_vol15,fixed_3d_1p5R,60,0.3,-51451.12746690959,248548.8725330904,-857.5187911151623,-0.3779714609879051,0.3533054639440053,-0.18605299853376545,6,0.890100939827162,-0.9214310613372196,0.9659984096210192,2.4,1.4702415254237295
breakout20_vol15,trail_2ATR,50,0.24,-52695.87058634023,247304.12941365977,-1053.917411726805,-0.47237414339756,0.35805633251422436,-0.19734479449622055,18,1.360944235039975,-1.0513167892199395,1.2945139362320792,5.92,3.2396004842614983
