entry,exit,n,win_rate,total_pnl_jpy,ending_equity,expectancy_jpy,expectancy_R,profit_factor,max_drawdown,max_losing_streak,avg_gain_R,avg_loss_R,avg_win_loss_R_ratio,avg_holding_sessions,largest_winner_R
breakout55,trail_2ATR,18,0.2777777777777778,24150.132075991132,324150.13207599113,1341.674004221732,0.4569811706487495,1.8272637448151356,-0.0547491576390946,5,4.418910407581742,-1.0668377666331705,4.142064094269333,6.666666666666667,10.847216216216324
breakout55,trail_3ATR,16,0.25,22786.011891882983,322786.011891883,1424.1257432426855,0.4687277208085612,1.832195485648002,-0.05341425524779342,4,5.283216183648722,-1.1361017668048259,4.650301881412655,10.3125,10.909773826458126
breakout55,trail_4ATR,16,0.1875,15471.071817616292,315471.0718176163,966.9419886010164,0.2297283719097158,1.5290134309445216,-0.06699891165274252,6,6.158085204701475,-1.1383539741191515,5.409640010671152,11.625,10.909773826458126
breakout55,sma20_break,15,0.3333333333333333,26886.15259819047,326886.15259819047,1792.410173212698,0.664039871378712,2.094105297733044,-0.0916187882491637,4,4.3822786388680735,-1.1950795123659685,3.6669347884579,11.2,13.497384068278915
breakout55,sma75_break,14,0.21428571428571427,1672.3899580275756,301672.3899580276,119.45642557340034,0.033307247972145175,1.0605278133207205,-0.13090975630197943,5,4.488847195878484,-1.181840010547765,3.798185165349048,16.5,8.361972972973048
breakout100,fixed_3d_1p5R,17,0.35294117647058826,-3313.1936551229446,296686.80634487706,-194.89374441899076,-0.09391599124803916,0.8488604566324944,-0.02863667263202263,4,1.4308654681833681,-0.9256149691197159,1.5458538549178378,2.411764705882353,1.4546722326873536
breakout100,trail_2ATR,14,0.2857142857142857,28633.607121494948,328633.60712149495,2045.2576515353628,0.7812135840926967,2.174992248587984,-0.04083814108992023,3,5.473089156349831,-1.0955366448101571,4.995806559531607,6.142857142857143,10.847216216216324
breakout100,trail_3ATR,13,0.3076923076923077,24609.706873212708,324609.7068732127,1893.0543748625216,0.6372128431819429,2.0959396238162937,-0.05552164927480441,3,4.748432789216576,-1.1899960217223384,3.990292994714336,9.846153846153847,10.909773826458126
breakout100,trail_4ATR,13,0.23076923076923078,18055.11009608698,318055.110096087,1388.8546227759216,0.3854510389438301,1.766360711614092,-0.06655488102462304,4,5.478066294118318,-1.1423335376085164,4.795505090034116,11.384615384615385,10.909773826458126
breakout100,sma20_break,12,0.3333333333333333,26639.472152274102,326639.4721522741,2219.956012689516,0.8010833731086541,2.285574146103993,-0.09975901340237958,3,4.819671898332508,-1.2082108895032733,3.9890982114173794,11.083333333333334,13.497384068278915
breakout100,sma75_break,11,0.2727272727272727,5753.64407969889,305753.6440796989,523.0585526999097,0.1469450506561318,1.2813889848739914,-0.12936731357643783,3,3.7471231285930204,-1.2031217285702014,3.114500419709092,17.545454545454547,8.361972972973048
reversal5_bottom10,fixed_3d_1p5R,14,0.35714285714285715,169.16720703669125,300169.1672070367,12.08337193119743,-0.03429266988683967,1.013313609553682,-0.020369155845348597,3,1.0866206317461746,-0.657022281905181,1.653856591583589,2.7857142857142856,1.4401208482377836
reversal5_bottom10,trail_2ATR,11,0.45454545454545453,5887.481653268042,305887.48165326804,535.2256048425545,0.2713789104723742,1.4743566985193164,-0.023570384122117316,2,1.698372205939376,-0.9177821690834608,1.8505177624396953,9.090909090909092,3.116204663457108
reversal5_bottom10,trail_3ATR,10,0.5,11703.840739005012,311703.840739005,1170.3840739005027,0.6066662759185976,1.8980560585619812,-0.03370706622078512,2,2.3593625309774593,-1.146029979140264,2.0587267121471124,17.0,5.827780005498527
reversal5_bottom10,trail_4ATR,9,0.5555555555555556,5116.077242388041,305116.07724238804,568.4530269320094,0.2519303730837763,1.430583172761944,-0.049654271000728056,2,1.5035578018083349,-1.3126039128219218,1.1454771596527455,23.444444444444443,1.8103893080334177
reversal5_bottom10,sma20_break,16,0.5625,212.56352691655047,300212.56352691655,13.285220432285314,0.02706649709029251,1.026184081952168,-0.020863909396916847,2,0.40822464610818116,-0.46299398021842153,0.8817061636861835,1.4375,1.2634738184910703
reversal5_bottom10,sma75_break,14,0.5714285714285714,23239.59329681401,323239.593296814,1659.9709497724305,0.730988794927422,2.9418200395904965,-0.0527232327392092,2,1.8526533408680612,-0.7645639329934303,2.4231503225826123,11.785714285714286,11.530340242290302
reversal10_bottom10,fixed_3d_1p5R,10,0.4,-5844.459403010667,294155.54059698933,-584.4459403010754,-0.224637495264321,0.565380085287402,-0.03561841433365087,3,1.0249799029447115,-1.0577157607370091,0.9690504207203195,2.3,1.4622647840627687
reversal10_bottom10,trail_2ATR,9,0.2222222222222222,-12109.26295732765,287890.73704267235,-1345.4736619252897,-0.6944960009411419,0.17281227882796546,-0.04144434427267396,5,0.4651995940446482,-1.0258375995085107,0.45348268991849205,4.888888888888889,0.7726986660156245
reversal10_bottom10,trail_3ATR,9,0.1111111111111111,-15484.710401807446,284515.28959819255,-1720.5233779786067,-0.8969480782395629,0.1182239107069497,-0.052683171446321064,6,0.7312089414303594,-1.100467705698303,0.664452884572719,7.0,0.7312089414303594
reversal10_bottom10,trail_4ATR,9,0.2222222222222222,-3226.96501268656,296773.03498731344,-358.5516680762812,-0.28561991981332163,0.8226578658036673,-0.05573826076041499,5,2.8887436268938087,-1.1925809331582162,2.4222621262640693,13.88888888888889,3.7548582286041654
reversal10_bottom10,sma20_break,11,0.2727272727272727,-8214.365861620172,291785.6341383798,-746.7605328745605,-0.3288234530958549,0.2642858642790545,-0.030383883479577878,5,0.47982362117365346,-0.6320661059469205,0.7591351864292941,1.0,1.131815595208625
reversal10_bottom10,sma75_break,10,0.3,17691.574118369026,317691.574118369,1769.157411836902,0.8173486803168954,2.6056105454876946,-0.0576339621567189,3,4.45880078594468,-0.7432736506664409,5.998868360188457,14.3,13.068747089521706
reversal20_bottom10,fixed_3d_1p5R,8,0.875,7187.113144683943,307187.11314468394,898.3891430854892,0.36494431306840425,5.365189687689011,-0.006585356781079188,1,0.5727727157396361,-1.0898545056302191,0.5255497066632987,2.75,1.4108527484152937
reversal20_bottom10,trail_2ATR,7,0.42857142857142855,-3503.290565599571,296496.7094344004,-500.4700807999449,-0.23274115895029387,0.38180657554644826,-0.015470416659843833,2,0.3868342209954025,-0.6974226939095661,0.5546625086529845,6.428571428571429,0.7346694711383992
reversal20_bottom10,trail_3ATR,5,0.6,21423.086860111798,321423.0868601118,4284.617372022362,1.9346439652341416,7.933503327456854,-0.018604605854945944,2,3.702529466175147,-0.7171842861773663,5.162591453181222,31.2,5.038438354292983
reversal20_bottom10,trail_4ATR,5,0.8,44970.452559007914,344970.4525590079,8994.090511801589,3.8125365233241455,18.88386545450627,-0.03010366341655657,1,5.029966072933295,-1.057181675112454,4.757901306223691,52.6,7.0577824303919465
reversal20_bottom10,sma20_break,8,0.625,834.8444538661861,300834.8444538662,104.35555673327326,0.04760769581502802,1.329995422725376,-0.011258367346175024,2,0.383962089607624,-0.5129829605059653,0.7484889736472233,2.375,1.3526305687417213
reversal20_bottom10,sma75_break,10,0.6,96.53325685771415,300096.5332568577,9.653325685774325,-0.006566628628549284,1.035338565279114,-0.006860715870553258,2,0.2601026530693817,-0.4065705511754457,0.6397478920138037,1.1,0.5256124964231663
momentum20_top10,fixed_3d_1p5R,0,,0.0,300000.0,,,,0.0,0,,,,,
momentum20_top10,trail_2ATR,0,,0.0,300000.0,,,,0.0,0,,,,,
momentum20_top10,trail_3ATR,0,,0.0,300000.0,,,,0.0,0,,,,,
momentum20_top10,trail_4ATR,0,,0.0,300000.0,,,,0.0,0,,,,,
momentum20_top10,sma20_break,0,,0.0,300000.0,,,,0.0,0,,,,,
momentum20_top10,sma75_break,0,,0.0,300000.0,,,,0.0,0,,,,,
momentum60_top10,fixed_3d_1p5R,1,1.0,260.4612213135115,300260.4612213135,260.4612213134824,0.13435731725939368,INF,-0.004607479316746876,0,0.13435731725939368,,,3.0,0.13435731725939368
momentum60_top10,trail_2ATR,1,0.0,-1447.2573159353924,298552.7426840646,-1447.2573159353924,-0.7465587751317385,0.0,-0.010268731725723845,1,,-0.7465587751317385,,8.0,-0.7465587751317385
momentum60_top10,trail_3ATR,1,0.0,-2328.2462188720237,297671.753781128,-2328.24621887206,-1.2010114761401705,0.0,-0.013189295296502146,1,,-1.2010114761401705,,13.0,-1.2010114761401705
momentum60_top10,trail_4ATR,1,0.0,-2328.2462188720237,297671.753781128,-2328.24621887206,-1.2010114761401705,0.0,-0.013189295296502146,1,,-1.2010114761401705,,13.0,-1.2010114761401705
momentum60_top10,sma20_break,1,1.0,1110.0362213135231,301110.0362213135,1110.0362213134867,0.5726053498648576,INF,-0.0017910558778440056,0,0.5726053498648576,,,1.0,0.5726053498648576
momentum60_top10,sma75_break,1,0.0,-2328.2462188720237,297671.753781128,-2328.24621887206,-1.2010114761401705,0.0,-0.013189295296502146,1,,-1.2010114761401705,,13.0,-1.2010114761401705
near52w_high,fixed_3d_1p5R,8,0.25,-10817.862240164483,289182.1377598355,-1352.2327800205676,-0.5806760507890711,0.2043151669209455,-0.036059540800548295,3,0.6486989402518881,-0.990467714469391,0.6549420347329608,2.5,0.7552156862745166
near52w_high,trail_2ATR,7,0.2857142857142857,9127.379006413103,309127.3790064131,1303.9112866304474,0.8202945419628891,1.66529233333348,-0.029235548491929997,3,5.898401641930043,-1.2109482980239725,4.870894695962714,8.285714285714286,7.287163227837668
near52w_high,trail_3ATR,7,0.2857142857142857,4119.172038705146,304119.17203870515,588.4531483864454,0.47902786088786325,1.3002454017858405,-0.03983969253166386,3,4.7039682581674525,-1.2109482980239725,3.884532697096479,8.857142857142858,6.195966628379707
near52w_high,trail_4ATR,7,0.2857142857142857,26540.10078528279,326540.1007852828,3791.442969326117,1.6744074383162402,2.93450119316184,-0.05689329524287967,3,8.887796779166772,-1.2109482980239725,7.339534473659936,12.714285714285714,12.670823529411779
near52w_high,sma20_break,7,0.2857142857142857,-3294.9820581707754,296705.0179418292,-470.71172259582505,0.03153626665868054,0.7598295961817578,-0.031409645176772916,3,3.137747678365313,-1.2109482980239725,2.5911491708485777,6.428571428571429,5.618269866534541
near52w_high,sma75_break,7,0.2857142857142857,952.8990422930801,300952.8990422931,136.12843461330132,0.014237272560590122,1.0694565687294224,-0.11456299751404153,3,3.0772011990219967,-1.2109482980239725,2.541149943431424,20.285714285714285,5.1255784313725625
golden25_75,fixed_3d_1p5R,43,0.5116279069767442,12941.715336909168,312941.71533690917,300.9701241141667,0.1014330991701673,1.36506950640266,-0.026696574113677318,3,0.9267797457976737,-0.7632157687253157,1.2143089592416758,2.5813953488372094,1.4779456521739192
golden25_75,trail_2ATR,26,0.34615384615384615,-17979.679581560078,282020.3204184399,-691.5261377523082,-0.2711029590397309,0.4975995246577618,-0.08231848986843127,5,1.033754310523395,-0.9619097488084447,1.0746895036711572,7.230769230769231,4.207655633112703
golden25_75,trail_3ATR,23,0.34782608695652173,9456.815456227225,309456.8154562272,411.1658894011837,0.3696720367385847,1.2530223714310447,-0.051972073562315924,4,3.0800938684869195,-1.0758862735271937,2.862843354613231,13.173913043478262,13.105046301581588
golden25_75,trail_4ATR,20,0.25,-19757.093839699635,280242.90616030036,-987.8546919849811,-0.3039268965689878,0.5051560944155203,-0.09265666541444728,8,2.254801035297798,-1.1568362071912497,1.949110013397974,13.15,4.979151672597252
golden25_75,sma20_break,29,0.3448275862068966,29681.995554897236,329681.99555489724,1023.5170880999017,0.3550233864179289,1.8060729372172684,-0.09279285398179526,5,2.50561576291346,-0.7768673380534032,3.2252813835522836,8.655172413793103,14.262827102803703
golden25_75,sma75_break,19,0.21052631578947367,-17202.328552572755,282797.67144742724,-905.3857132933072,-0.3169008313274684,0.4487233311526615,-0.09910256979367105,8,1.9514294768027476,-0.9217889134955259,2.117002546063079,19.263157894736842,6.44877172416895
sma25_reclaim_uptrend,fixed_3d_1p5R,30,0.4,-14207.434262629773,285792.5657373702,-473.58114208765596,-0.15779315639611932,0.5671862089306167,-0.058965814411526485,4,0.8189659082311738,-0.8089658661476481,1.0123615130155572,2.466666666666667,1.4672066449360197
sma25_reclaim_uptrend,trail_2ATR,23,0.21739130434782608,-20812.95700187655,279187.04299812345,-904.9111739946352,-0.28528894211103245,0.49734356645256955,-0.06937652333958855,8,2.3156715236155123,-1.007777960368406,2.2977993314807055,6.434782608695652,6.8994022064217795
sma25_reclaim_uptrend,trail_3ATR,23,0.17391304347826086,-25444.904044559808,274555.0959554402,-1106.3001758504258,-0.4064961742555463,0.5040937183904849,-0.10310337620755261,6,3.1447205301773273,-1.1541207436098355,2.724776023296604,7.956521739130435,5.824057201215287
sma25_reclaim_uptrend,trail_4ATR,21,0.19047619047619047,-23673.726313890656,276326.27368610934,-1127.3203006614553,-0.48544878700451005,0.4159119895804937,-0.08552593343066794,6,2.11475066118713,-1.097260421873131,1.927300592485641,9.666666666666666,4.951838710175442
sma25_reclaim_uptrend,sma20_break,24,0.25,-18407.06541099545,281592.93458900455,-766.9610587914727,-0.2189470118739797,0.6094171686987087,-0.08161456745384044,6,2.4376889981972365,-1.1044923485643852,2.207067347606106,7.083333333333333,6.859302506460214
sma25_reclaim_uptrend,sma75_break,18,0.2222222222222222,47533.09032788966,347533.09032788966,2640.7272404383193,0.8197844610011606,1.9581025475260088,-0.11809962805645824,6,8.326564044248778,-1.3250097056410166,6.284153247179825,20.27777777777778,19.97760127304624
