strategy,phase,date,cash_jpy,market_value_jpy,equity_jpy,capital_utilization,open_positions
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-11-11,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-11-14,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-11-15,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-11-16,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-11-17,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-11-18,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-11-21,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-11-22,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-11-24,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-11-25,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-11-28,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-11-29,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-11-30,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-01,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-02,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-05,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-06,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-07,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-08,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-09,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-12,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-13,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-14,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-15,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-16,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-19,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-20,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-21,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-22,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-23,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-26,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-27,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-28,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-29,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2022-12-30,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-01-04,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-01-05,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-01-06,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-01-10,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-01-11,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-01-12,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-01-13,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-01-16,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-01-17,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-01-18,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-01-19,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-01-20,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-01-23,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-01-24,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-01-25,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-01-26,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-01-27,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-01-30,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-01-31,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-02-01,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-02-02,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-02-03,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-02-06,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-02-07,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-02-08,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-02-09,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-02-10,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-02-13,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-02-14,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-02-15,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-02-16,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-02-17,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-02-20,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-02-21,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-02-22,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-02-24,297629.9951171875,0.0,297629.9951171875,0.0,0
S3_V2_PLUS_RS20_GE_3PCT,discovery,2023-02-27,297629.9951171875,0.0,297629.9951171875,0.0,0
