strategy,phase,code,signal_date,entry_date,entry_price,entry_shares,entry_cost_jpy,initial_stop,exit_date,exit_price,exit_shares,exit_reason,pnl_jpy,trade_return,holding_calendar_days
S1_V2_FOUNDATION,validation,3407,2026-04-01,2026-04-02,1602.5,100.0,160250.0,1563.0,2026-04-03,1559.5,100.0,SMA75_CLOSE_BREAK_NEXT_OPEN,-4300.0,-0.02683307332293292,1
S1_V2_FOUNDATION,validation,4503,2025-10-30,2025-10-31,1635.0,100.0,163500.0,1612.0,2026-04-28,2385.5,100.0,SMA75_CLOSE_BREAK_NEXT_OPEN,75050.0,0.45902140672782876,179
S1_V2_FOUNDATION,validation,5020,2026-05-12,2026-05-13,1372.0,100.0,137200.0,1373.0,2026-05-14,1341.0,100.0,SMA75_CLOSE_BREAK_NEXT_OPEN,-3100.0,-0.02259475218658892,1
S1_V2_FOUNDATION,validation,4689,2026-05-26,2026-05-27,402.6,100.0,40260.0,402.70000000000005,2026-06-03,402.70000000000005,100.0,STOP_INTRADAY,10.000000000007276,0.00024838549428731437,7
S2_V2_PLUS_SMA75_SLOPE_GE_0_75PCT,all,8697,2021-11-01,2021-11-02,2715.0,100.0,271500.0,2715.0,2021-11-04,2655.0,100.0,SMA75_CLOSE_BREAK_NEXT_OPEN,-6000.0,-0.022099447513812154,2
S2_V2_PLUS_SMA75_SLOPE_GE_0_75PCT,all,8750,2021-11-22,2021-11-24,2386.0,100.0,238600.0,2354.5,2021-11-25,2353.5,100.0,SMA75_CLOSE_BREAK_NEXT_OPEN,-3250.0,-0.013621123218776194,1
S2_V2_PLUS_SMA75_SLOPE_GE_0_75PCT,all,8750,2021-11-25,2021-11-26,2359.0,100.0,235900.0,2361.5,2021-11-29,2294.5,100.0,SMA75_CLOSE_BREAK_NEXT_OPEN,-6450.0,-0.027342094107672743,3
S2_V2_PLUS_SMA75_SLOPE_GE_0_75PCT,all,4689,2021-12-08,2021-12-09,733.4000244140625,100.0,73340.00244140625,731.5,2021-12-10,721.5999755859375,100.0,SMA75_CLOSE_BREAK_NEXT_OPEN,-1180.0048828125,-0.016089512456114858,1
S2_V2_PLUS_SMA75_SLOPE_GE_0_75PCT,all,6723,2021-12-22,2021-12-23,1412.0,100.0,141200.0,1404.0,2021-12-27,1404.0,100.0,STOP_INTRADAY,-800.0,-0.0056657223796034,4
S2_V2_PLUS_SMA75_SLOPE_GE_0_75PCT,all,8002,2022-05-12,2022-05-13,1311.0,100.0,131100.0,1312.5,2022-05-16,1312.5,100.0,STOP_INTRADAY,150.0,0.0011441647597254005,3
S2_V2_PLUS_SMA75_SLOPE_GE_0_75PCT,all,8750,2022-06-28,2022-06-29,2582.0,100.0,258200.0,2569.5,2022-06-30,2514.0,100.0,SMA75_CLOSE_BREAK_NEXT_OPEN,-6800.0,-0.026336173508907823,1
